Sentence,Predicted Label
I am and a senior high school student .,0
I agree with her and college should make efforts for visitors .,0
His music is great .,1
"But , time is a .m . now .",0
I just started Lang - to improve my English skills .,1
My friend told me that I was looking strange .,0
German beer,0
That is funny he used twitter although he is the emperor in the old age .,1
The best are the senior school students .,0
I also asked her Babyie is parents speak English well ?,1
Thanks for reading !,0
"I know I am going to be busy when I get back to work , so I want to enjoy my time with my baby .",1
Can you believe it ?,1
I want to buy a new dress for summer .,0
But the only one thing is you must speak English .,1
Does someone know an English speaker who wants to study Japanese ?,1
The weather in Guam was so nice .,1
I hated both of them .,1
A long tunnel to the exit,0
The reason I am traveling is because I want to practise my speech with Japanese people .,1
She did nt know what the Illuminati were .,0
"Above all , it encourages subordinates to cover up rather than to take corrective action as soon as they find out that they have made a mistake .",0
Can you believe it ?,1
"Just before the cherry came out , we brought the bark of the mountain cherry , and we died some taxtile and something like that by it .",1
Today I watched Letter from Iwo Jima on television .,1
I have never seen like that frog .,1
I picked a lot of magazines of the industries on the venue .,1
and some guys talk to me but,0
" It is been a while , has not it ?",1
"Also in family life , they live more closely than western people .",1
It gives me back pain .,1
Japanese monkey,0
Take care,0
Piano and Violin Concert,0
Its piercingly beautiful .,1
"I played the GameCube Edition , PlayStation Edition , and Wii Edition .",0
- Take belief on God is reply to my request .,0
Daughter ad .,0
One of the reasons why I came here is to put me in a situation where people do not speak Japanese .,1
I discovered this home page .,1
Keeping a diary on this page is also a kind of training for that .,1
Because I have started to study English just now .,1
"High - tech criminals invade others ' computers to steal secret documents and bank account code , which threats personal and national security greatly .",1
The one - hectare fountain incorporates about jets to create a screen of water for animation display .,1
Is this right ?,1
"Of course , now I belong to the Judo club of University .",0
Maybe French are not good at flattery .,1
It is not surprising to discover that with many skills a person is more likely to find his her niche in the future .,0
"Lastly , Korean society itself has to change to be more flexible .",0
"I want to be tired , not to have a good sleep , read a work pad in the morning .",0
"If I was stress , I would fail in this competition .",0
"Anyway , I think Japanese Christmas is somewhat strange , because Japanese enjoy it every year in spite of the fact that most of Japanese are Buddhist , Shinto or no religion .",0
"Though I never write like this on mixi or somewhere . Because it is disgusting for me , too .",1
The front makes threats against the fans who have started a demonstration .,1
"I love Autumn , because food and climate are getting mild between crazy hot Summer and shivering Winter .",0
S press .,0
A water cutoff,0
"Anyway , after I had gone outside at noon , I did not go outside .",0
You are going to be killed by your owner and eaten by someone .,0
I thought What is that ?,0
What would you say ?,1
But I would like to just have hope .,1
Actually I want to move there to reduce my drift time on the way .,1
"Sometimes , I play an online game .",1
my name is mimoza .,0
"If you read this book , I think you will understand more Japanese mind .",1
"This is , however , based on Japanese phonics .",1
"I am not used to reading books in English , so I can not read quickly .",1
But general people did not run away .,1
"Thanks , friends ! !",1
According to the creators of the show helps to find a mate and marry .,0
My First Time Diary,0
I have a lot of homework to do this summer vacation .,1
Sing us a song tonight,0
"My husband ate it , and said It taste good . ",0
"I have to push myself more otherwise my English is not improving , is it ?",1
Then drive the car to the hotel where I have already booked .,1
Hard time is sure to make me step up to somthing high .,1
How far between us the distant of mile,1
I am sure this place is really great - to be able to learn language with the help of native speakers is an awesome idea .,0
Although I will eventually get it if I have seen enough to remember .,0
Peruvian Food,0
The thing I want to say is I think I should stop hide my feeling .,1
"We made fermented food , yogurt , liquor and so on .",0
Good afternoon !,0
I wish I have become fully qualified ! !,0
"I did not understand the meaning or how to use it , though I looked it up in the dictionary .",1
